Gender,Early College HS?,HS Rank,GPA at Graduation,Credits Transferred,Cal 1 Final Grade (MATH 1411),Cal 2 Final Grade (MATH 1312),Statics Final Grade (MECH 1321),Chemistry Final Grade (CHEM 1305),degree_completion
1,0,239.0,0.0,0,3,3,-1,2,0
1,0,85.0,0.0,0,4,4,2,2,0
1,0,341.0,3.22,42,2,4,3,2,1
1,0,2.0,2.84,15,3,4,2,3,1
1,0,47.0,4.0,64,0,0,0,0,1
0,0,111.0,3.38,74,3,0,4,3,1
1,0,26.0,3.74,49,0,0,4,4,1
1,0,85.0,0.0,4,0,0,-1,0,0
1,0,207.0,0.0,0,0,0,0,0,0
1,0,134.0,0.0,0,4,0,0,2,0
1,0,34.0,3.42,120,0,3,3,0,1
1,0,85.0,3.69,90,0,0,0,0,1
1,0,315.0,2.85,68,0,0,0,0,1
1,0,149.0,3.48,9,4,4,4,3,1
1,0,25.0,0.0,34,4,4,4,4,0
1,0,84.0,0.0,0,0,0,0,0,0
1,0,145.0,0.0,57,2,-1,0,2,0
1,0,102.0,0.0,67,0,0,0,0,0
1,0,85.0,0.0,0,0,0,0,0,0
1,0,85.0,0.0,93,0,0,0,-1,0
1,0,37.0,2.58,43,3,2,2,0,1
1,0,85.0,3.75,81,0,0,0,0,1
1,0,85.0,0.0,39,0,2,0,0,0
1,0,35.0,4.0,36,0,0,0,0,1
1,0,136.0,0.0,45,3,4,0,0,0
0,0,85.0,3.54,0,3,3,3,3,1
1,0,94.0,4.0,74,0,0,0,0,1
1,0,12.0,3.72,91,0,0,4,0,1
0,0,347.0,0.0,0,0,0,0,0,0
0,0,103.0,0.0,19,2,0,0,-1,0
1,0,189.0,3.6,58,0,0,4,0,1
1,0,43.0,3.49,47,3,4,4,4,1
1,0,78.0,3.62,51,4,4,3,4,1
1,0,85.0,0.0,0,0,0,0,0,0
1,0,235.0,0.0,0,4,0,1,1,0
1,0,94.0,0.0,18,4,4,4,4,0
1,0,44.0,0.0,0,0,0,0,0,0
1,0,159.0,0.0,17,2,2,0,0,0
0,0,68.0,2.85,68,0,0,0,0,1
0,0,85.0,0.0,66,0,0,0,0,0
1,0,85.0,0.0,25,3,3,2,2,0
1,0,5.0,0.0,66,4,4,4,0,0
1,0,85.0,0.0,0,4,4,4,4,0
1,0,85.0,0.0,0,0,0,0,0,0
1,0,21.0,3.44,0,2,4,2,3,1
1,0,9.0,0.0,27,4,2,0,0,0
1,0,17.0,0.0,0,3,2,3,1,0
1,0,85.0,0.0,0,4,4,0,4,0
1,0,94.0,0.0,0,3,4,1,2,0
1,0,15.0,0.0,0,3,-1,0,2,0
1,1,8.0,0.0,0,0,0,-1,0,0
0,0,85.0,0.0,37,0,0,0,0,0
1,0,98.0,0.0,12,4,0,0,3,0
1,0,9.0,3.35,18,4,3,2,2,0
1,0,85.0,2.8,0,2,2,4,2,1
1,0,85.0,0.0,0,0,0,0,0,0
1,0,223.0,0.0,0,-1,0,0,0,0
1,1,73.0,0.0,64,2,3,4,0,0
1,0,82.0,0.0,0,2,3,-1,3,0
1,0,6.0,3.63,29,0,4,4,4,1
0,0,24.0,0.0,0,0,0,0,0,0
1,0,85.0,3.2,52,0,3,2,0,1
1,0,26.0,0.0,39,4,4,3,3,0
0,0,72.0,3.26,89,0,0,0,0,1
1,0,85.0,0.0,67,0,0,0,0,0
1,0,85.0,0.0,0,0,0,0,0,0
0,0,66.0,0.0,0,0,0,0,0,0
1,0,122.0,0.0,0,3,0,0,1,0
0,0,67.0,3.44,18,4,2,4,3,1
1,0,289.0,0.0,0,0,0,0,-1,0
0,0,115.0,0.0,22,0,0,0,0,0
0,0,54.0,0.0,54,0,0,0,0,0
1,0,370.0,0.0,0,3,0,0,3,0
1,0,85.0,0.0,3,4,4,3,4,0
1,0,170.0,0.0,72,0,2,0,0,0
1,0,57.0,2.87,24,4,4,2,-1,0
1,0,85.0,2.74,0,0,0,0,0,0
1,0,49.0,0.0,0,4,0,0,2,0
1,0,85.0,0.0,0,3,0,0,0,0
1,0,85.0,2.45,80,0,0,0,0,1
1,0,67.0,0.0,4,4,4,0,4,0
1,0,196.0,0.0,41,0,0,0,0,0
1,0,85.0,0.0,0,0,0,0,0,0
0,0,3.0,0.0,34,0,4,4,4,0
1,0,118.0,0.0,16,4,2,4,2,0
0,0,85.0,3.38,144,0,0,4,0,1
1,0,220.0,0.0,0,0,0,0,0,0
1,0,5.0,3.35,44,0,2,4,3,1
1,0,247.0,0.0,51,0,4,-1,0,0
1,0,79.0,0.0,74,0,0,0,0,0
1,0,186.0,0.0,0,0,0,0,0,0
1,0,79.0,0.0,6,4,4,4,4,0
1,0,8.0,0.0,0,0,0,0,0,0
1,0,81.0,3.77,27,4,2,2,4,1
1,0,85.0,4.0,85,0,0,0,0,1
1,0,81.0,0.0,40,2,0,0,0,0
1,1,4.0,3.05,52,0,-1,0,3,0
0,0,33.0,0.0,23,4,3,4,4,0
1,0,85.0,0.0,0,0,0,0,0,0
1,0,6.0,3.93,61,0,4,4,4,1
1,0,24.0,3.74,0,4,4,4,4,1
1,0,71.0,0.0,0,3,4,2,2,0
0,0,72.0,0.0,60,2,-1,-1,0,0
1,0,137.0,0.0,18,3,-1,-1,-1,0
1,0,64.0,0.0,16,2,0,0,0,0
0,0,22.0,0.0,0,3,0,1,1,0
1,0,90.0,3.2,18,3,2,-1,3,0
1,0,3.0,3.9,18,4,2,4,4,1
1,0,85.0,0.0,0,0,0,0,0,0
1,0,85.0,0.0,52,0,0,3,0,0
0,0,20.0,0.0,80,0,0,0,0,0
1,0,142.0,0.0,0,4,4,3,3,0
1,0,85.0,3.08,76,0,0,0,0,1
1,0,89.0,0.0,0,3,4,3,1,0
1,0,37.0,0.0,5,0,0,0,0,0
1,0,85.0,3.65,49,0,0,0,0,1
1,0,132.0,3.04,74,0,0,0,0,1
1,0,246.0,0.0,0,0,0,0,0,0
1,0,73.0,0.0,36,4,4,0,0,0
1,0,37.0,0.0,0,0,0,0,1,0
1,0,13.0,3.9,10,0,0,4,4,0
1,0,2.0,0.0,40,4,0,0,3,0
0,0,8.0,0.0,61,0,0,0,4,0
1,0,11.0,3.92,22,4,4,4,4,1
1,0,85.0,3.67,14,4,4,3,2,1
1,0,356.0,0.0,0,0,0,0,0,0
1,0,201.0,0.0,67,4,4,2,3,0
1,0,4.0,0.0,50,0,4,4,4,0
1,0,85.0,0.0,76,2,0,0,0,0
1,0,256.0,0.0,51,0,0,0,0,0
1,0,77.0,3.57,0,3,4,2,4,1
0,0,33.0,2.64,12,3,2,2,2,1
1,0,85.0,3.67,111,0,0,0,0,1
1,0,85.0,0.0,0,0,0,0,0,0
0,0,7.0,2.79,74,0,3,3,0,1
1,0,85.0,3.74,36,4,4,4,3,1
1,0,42.0,0.0,0,0,0,0,0,0
1,0,604.0,0.0,0,0,0,0,0,0
1,0,217.0,0.0,0,0,0,0,0,0
1,0,142.0,0.0,0,2,0,0,-1,0
0,0,4.0,0.0,0,0,0,0,0,0
1,0,85.0,0.0,67,0,0,0,0,0
1,0,248.0,3.79,0,4,0,4,0,1
1,0,282.0,0.0,0,3,-1,0,1,0
0,0,85.0,0.0,0,4,4,4,4,0
1,0,85.0,0.0,32,0,0,0,1,0
1,0,104.0,0.0,24,0,0,0,0,0
1,0,121.0,0.0,16,3,4,2,2,0
1,0,54.0,0.0,0,0,3,4,0,0
1,1,12.0,0.0,115,0,0,0,0,0
1,0,189.0,0.0,0,0,0,0,0,0
1,0,50.0,0.0,60,4,4,4,3,0
1,0,187.0,2.99,6,2,3,3,2,1
1,0,85.0,0.0,49,0,0,0,0,0
1,0,156.0,0.0,0,4,4,2,2,0
1,0,16.0,0.0,0,4,0,0,0,0
1,0,3.0,3.68,19,0,4,3,3,1
1,0,85.0,0.0,9,0,0,0,0,0
1,0,134.0,0.0,0,0,0,0,0,0
1,0,14.0,0.0,0,0,0,0,0,0
1,1,79.0,3.41,63,0,2,3,0,1
0,0,26.0,0.0,0,3,0,0,0,0
1,0,95.0,0.0,23,4,4,3,4,0
1,1,95.0,3.25,63,0,2,0,3,1
1,0,85.0,0.0,64,0,0,0,0,0
1,1,41.0,0.0,60,2,-1,0,2,0
0,0,10.0,0.0,0,0,0,0,0,0
1,0,85.0,3.05,33,3,2,3,0,1
1,1,8.0,0.0,112,0,0,0,0,0
1,0,44.0,0.0,42,0,0,3,4,0
1,0,13.0,0.0,0,4,4,4,4,0
1,1,28.0,3.03,72,4,3,4,3,1
0,0,22.0,3.4,12,4,4,4,4,0
0,0,26.0,3.61,85,0,0,0,0,1
1,0,228.0,0.0,0,3,4,3,3,0
1,0,46.0,0.0,57,4,4,3,4,0
1,0,85.0,0.0,0,0,0,0,0,0
1,0,338.0,0.0,0,0,0,0,-1,0
1,0,39.0,0.0,0,4,4,4,4,0
1,0,67.0,3.59,6,0,0,0,0,1
0,0,11.0,3.82,21,4,4,-1,4,1
1,0,2.0,3.81,34,4,4,4,3,0
1,0,308.0,0.0,0,0,0,0,0,0
1,0,85.0,3.35,76,0,4,0,0,1
1,0,390.0,0.0,36,3,4,0,-1,0
1,0,85.0,3.92,88,0,0,4,0,1
1,0,298.0,0.0,9,0,0,0,0,0
1,0,84.0,0.0,0,0,0,0,-1,0
1,0,146.0,2.35,21,2,1,4,3,0
1,0,85.0,3.49,73,0,0,0,0,1
0,0,3.0,3.81,18,4,0,0,3,0
1,0,139.0,0.0,0,0,0,0,0,0
1,0,110.0,0.0,43,4,4,0,0,0
